ID,Experience/Team_Size,Technical_Skills,Programming_Languages,Role,Project_Description,Availability/Project_Duration,Communication_Tools,Work_Preference,Certifications,Languages,Industry
A00429,15,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Full-Time,Microsoft Teams,Waterfall,,Korean,Finance
A00431,15,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Part-Time,Slack,Waterfall,PMP,English,Finance
A00436,10,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,E-commerce platform,Freelancer,Slack,Waterfall,,English,Finance
A00438,6,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Mobile app,Mid-Term,Zoom,Agile,PMP,English,Healthcare
A00439,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Long-Term,Slack,Waterfall,AWS Certified,English,Finance
A00440,1,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Short-Term,Microsoft Teams,Waterfall,,English,Finance
A00442,4,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Open Source Contribution,Mid-Term,Slack,Agile,PMP,English,Education
A00449,13,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,Company Project,Full-Time,Zoom,Waterfall,,English,Healthcare
A00452,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Full-Time,Microsoft Teams,Agile,,Korean,Finance
A00455,11,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Open Source Contribution,Part-Time,Slack,Waterfall,PMP,English,Technology
A00457,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Full-Time,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
A00461,7,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Mobile app,Mid-Term,Microsoft Teams,Agile,,Korean,Finance
A00462,4,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Part-Time,Slack,Agile,,Korean,Technology
A00463,1,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Cloud infrastructure,Freelancer,Zoom,Waterfall,,English,Technology
A00464,10,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Cloud infrastructure,Long-Term,Microsoft Teams,Waterfall,PMP,English,Healthcare
A00466,14,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Mobile app,Part-Time,Microsoft Teams,Waterfall,PMP,English,Finance
A00472,8,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Company Project,Full-Time,Zoom,Waterfall,,English,Healthcare
A00473,15,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development - Web Development - Data Engineer,Cloud infrastructure,Short-Term,Microsoft Teams,Waterfall,PMP,English,Healthcare
A00474,15,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,E-commerce platform,Short-Term,Zoom,Agile,AWS Certified,English,Technology
A00477,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Short-Term,Microsoft Teams,Waterfall,AWS Certified,English,Education
A00481,13,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Full-Time,Microsoft Teams,Waterfall,PMP,Korean,Healthcare
A00485,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Mid-Term,Microsoft Teams,Waterfall,,English,Finance
A00488,12,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Long-Term,Slack,Agile,PMP,Korean,Healthcare
A00491,1,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Mobile app,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Finance
A00492,7,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Company Project,Part-Time,Zoom,Agile,AWS Certified,English,Finance
A00495,9,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Part-Time,Slack,Waterfall,,English,Finance
A00501,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Part-Time,Zoom,Waterfall,PMP,Korean,Technology
A00505,1,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Full-Time,Microsoft Teams,Waterfall,PMP,English,Healthcare
A00507,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Part-Time,Slack,Agile,AWS Certified,English,Technology
A00512,3,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development - Web Development - Data Engineer,Cloud infrastructure,Long-Term,Zoom,Agile,PMP,English,Healthcare
A00514,15,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Company Project,Long-Term,Slack,Agile,,Korean,Education
A00519,1,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Mobile app,Freelancer,Zoom,Waterfall,,English,Technology
A00522,14,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Company Project,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Education
A00526,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Part-Time,Zoom,Waterfall,AWS Certified,English,Healthcare
A00528,1,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Mobile app,Freelancer,Slack,Agile,AWS Certified,English,Healthcare
A00530,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Short-Term,Zoom,Waterfall,,English,Healthcare
A00538,3,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Full-Time,Microsoft Teams,Waterfall,PMP,English,Education
A00539,5,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Mid-Term,Microsoft Teams,Waterfall,,English,Finance
A00545,7,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Open Source Contribution,Freelancer,Slack,Agile,AWS Certified,English,Finance
A00547,1,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,PMP,English,Healthcare
A00552,11,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Company Project,Long-Term,Microsoft Teams,Waterfall,,English,Education
A00554,13,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Long-Term,Zoom,Agile,PMP,Korean,Education
A00555,13,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Company Project,Part-Time,Microsoft Teams,Agile,AWS Certified,English,Finance
A00557,1,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,Cloud infrastructure,Freelancer,Slack,Agile,,Korean,Technology
A00560,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Mid-Term,Slack,Agile,PMP,Korean,Finance
A00561,4,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Open Source Contribution,Full-Time,Slack,Agile,,English,Education
A00562,2,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Mobile app,Freelancer,Slack,Agile,PMP,English,Education
A00567,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Long-Term,Microsoft Teams,Agile,AWS Certified,Korean,Finance
A00568,7,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Open Source Contribution,Full-Time,Slack,Waterfall,,English,Education
A00579,10,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Company Project,Freelancer,Microsoft Teams,Agile,,English,Finance
A00586,13,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development - Web Development - Data Engineer,Company Project,Full-Time,Slack,Waterfall,AWS Certified,English,Education
A00593,4,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,E-commerce platform,Mid-Term,Microsoft Teams,Waterfall,PMP,English,Finance
A00596,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Full-Time,Zoom,Agile,,English,Healthcare
A00598,5,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Part-Time,Slack,Agile,AWS Certified,Korean,Technology
A00601,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Mid-Term,Microsoft Teams,Waterfall,PMP,Korean,Healthcare
A00602,4,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Company Project,Freelancer,Zoom,Agile,,English,Healthcare
A00605,9,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Mobile app,Short-Term,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
A00607,5,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Short-Term,Microsoft Teams,Waterfall,PMP,English,Education
A00609,3,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,E-commerce platform,Long-Term,Microsoft Teams,Waterfall,PMP,English,Finance
A00610,13,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Mid-Term,Microsoft Teams,Agile,PMP,Korean,Healthcare
A00615,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Long-Term,Slack,Waterfall,PMP,Korean,Education
A00616,2,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,Open Source Contribution,Part-Time,Slack,Waterfall,PMP,English,Technology
A00617,14,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",Web Development - DevOps Engineer,Open Source Contribution,Part-Time,Zoom,Agile,,Korean,Healthcare
A00618,12,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development - Web Development - Data Engineer,Company Project,Part-Time,Zoom,Agile,,English,Technology
A00621,6,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Company Project,Full-Time,Microsoft Teams,Agile,AWS Certified,English,Finance
A00624,12,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Freelancer,Zoom,Agile,PMP,English,Technology
A00631,13,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Full-Time,Microsoft Teams,Waterfall,PMP,English,Healthcare
A00632,3,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Mobile app,Freelancer,Slack,Agile,,English,Healthcare
A00635,15,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,Cloud infrastructure,Long-Term,Zoom,Waterfall,,Korean,Healthcare
A00636,3,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Open Source Contribution,Long-Term,Zoom,Agile,PMP,English,Technology
A00638,6,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Freelancer,Microsoft Teams,Agile,AWS Certified,English,Education
A00640,6,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,Mobile app,Mid-Term,Slack,Agile,PMP,English,Education
A00643,7,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,E-commerce platform,Freelancer,Microsoft Teams,Waterfall,PMP,English,Finance
A00646,2,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",Web Development - DevOps Engineer,Mobile app,Mid-Term,Zoom,Waterfall,,English,Healthcare
A00647,15,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Mobile app,Mid-Term,Microsoft Teams,Waterfall,,English,Healthcare
A00648,6,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,E-commerce platform,Part-Time,Zoom,Agile,,English,Education
A00650,7,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Open Source Contribution,Part-Time,Slack,Agile,,Korean,Finance
A00653,15,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Short-Term,Zoom,Waterfall,AWS Certified,English,Healthcare
A00657,7,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",Web Development - DevOps Engineer,E-commerce platform,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Finance
A00658,11,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Open Source Contribution,Mid-Term,Slack,Agile,AWS Certified,English,Finance
A00662,5,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Short-Term,Zoom,Agile,PMP,English,Education
A00666,1,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,E-commerce platform,Freelancer,Microsoft Teams,Waterfall,AWS Certified,English,Technology
A00667,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Mid-Term,Slack,Agile,PMP,English,Healthcare
A00671,1,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Cloud infrastructure,Mid-Term,Microsoft Teams,Agile,,English,Technology
A00679,12,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development - Web Development - Data Engineer,Mobile app,Freelancer,Microsoft Teams,Agile,,English,Finance
A00682,1,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development - Web Development - Data Engineer,Cloud infrastructure,Long-Term,Zoom,Waterfall,AWS Certified,English,Education
A00683,15,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Full-Time,Slack,Agile,,English,Finance
A00686,12,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Long-Term,Slack,Waterfall,PMP,Korean,Finance
A00689,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Part-Time,Slack,Waterfall,PMP,Korean,Finance
A00691,11,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Company Project,Mid-Term,Slack,Waterfall,,English,Finance
A00692,4,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development - Web Development - Data Engineer,Company Project,Freelancer,Zoom,Waterfall,AWS Certified,English,Education
A00697,8,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Company Project,Freelancer,Zoom,Agile,AWS Certified,English,Education
A00698,8,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Cloud infrastructure,Short-Term,Zoom,Agile,PMP,English,Education
A00699,7,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,E-commerce platform,Full-Time,Microsoft Teams,Agile,PMP,Korean,Finance
A00701,2,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Mobile app,Short-Term,Microsoft Teams,Agile,PMP,English,Technology
A00702,2,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,Open Source Contribution,Freelancer,Microsoft Teams,Waterfall,PMP,English,Finance
A00704,15,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Full-Time,Microsoft Teams,Waterfall,AWS Certified,English,Finance
A00706,6,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,E-commerce platform,Part-Time,Slack,Waterfall,,English,Technology
A00708,7,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Cloud infrastructure,Long-Term,Zoom,Agile,PMP,English,Healthcare
A00712,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
A00716,10,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Company Project,Short-Term,Zoom,Waterfall,,Korean,Healthcare
A00719,15,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Part-Time,Slack,Agile,AWS Certified,English,Healthcare
A00720,9,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Mobile app,Part-Time,Zoom,Waterfall,AWS Certified,English,Technology
A00722,9,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Cloud infrastructure,Short-Term,Microsoft Teams,Waterfall,PMP,English,Technology
A00725,14,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Cloud infrastructure,Part-Time,Microsoft Teams,Agile,,English,Healthcare
