ID,Experience/Team_Size,Technical_Skills,Programming_Languages,Field,Role,Project_Description,Availability/Project_Duration,Communication_Tools,Work_Preference,Certifications,Languages,Industry
TL00143,16.616219468371703,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Mobile app,Mid-Term,Slack,Agile,PMP,English,Education
TL00144,8.755785091428091,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Backend Developer,Open Source Contribution,Mid-Term,Zoom,Agile,None,English,Education
TL00145,17.723785444810865,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Frontend Developer,E-commerce platform,Mid-Term,Zoom,Waterfall,None,English,Healthcare
TL00146,13.083374160447404,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,DevOps,E-commerce platform,Long-Term,Slack,Waterfall,None,Spanish,Finance
TL00147,8.447495147979195,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Scientist,Mobile app,Freelancer,Slack,Waterfall,None,Spanish,Finance
TL00148,13.332703197470195,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Scientist,Mobile app,Full-Time,Slack,Waterfall,AWS Certified,English,Healthcare
TL00149,5.26477708640056,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,DevOps,Cloud infrastructure,Long-Term,Zoom,Waterfall,PMP,English,Finance
TL00150,2.607487546349514,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Frontend Developer,Mobile app,Freelancer,Slack,Agile,None,Chinese,Finance
TL00151,13.688085562146329,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Backend Developer,Cloud infrastructure,Short-Term,Microsoft Teams,Waterfall,AWS Certified,Chinese,Finance
TL00152,2.1179854697648564,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Data Engineer,E-commerce platform,Mid-Term,Slack,Waterfall,AWS Certified,Chinese,Finance
TL00153,12.510305135553391,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,DevOps,Mobile app,Mid-Term,Zoom,Waterfall,None,Chinese,Finance
TL00154,8.234931384122142,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Data Scientist,E-commerce platform,Full-Time,Slack,Agile,AWS Certified,Spanish,Finance
TL00155,-8.263234909318967,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Backend Developer,Open Source Contribution,Long-Term,Slack,Agile,AWS Certified,Chinese,Healthcare
TL00156,4.00495872855578,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,DevOps,Cloud infrastructure,Full-Time,Microsoft Teams,Agile,AWS Certified,English,Technology
TL00157,10.360581908789513,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Mobile app,Full-Time,Zoom,Agile,PMP,Chinese,Education
TL00158,5.181979060271569,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Frontend Developer,Open Source Contribution,Full-Time,Slack,Agile,None,Spanish,Finance
TL00159,-9.782136064213233,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Open Source Contribution,Long-Term,Microsoft Teams,Waterfall,AWS Certified,English,Education
TL00160,17.25229159980997,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,DevOps,Company Project,Long-Term,Slack,Agile,None,Spanish,Healthcare
TL00161,9.203963438751298,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Data Engineer,E-commerce platform,Mid-Term,Zoom,Agile,None,Spanish,Finance
TL00162,11.121821037139489,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Company Project,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Spanish,Finance
TL00163,4.711710754298942,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Engineer,Company Project,Mid-Term,Slack,Agile,AWS Certified,Korean,Technology
TL00164,11.735212802090192,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Cloud infrastructure,Long-Term,Microsoft Teams,Waterfall,AWS Certified,Chinese,Education
TL00165,20.84573762526226,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Frontend Developer,Cloud infrastructure,Freelancer,Slack,Agile,PMP,Chinese,Healthcare
TL00166,2.8817017034403447,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,DevOps,Company Project,Long-Term,Slack,Agile,PMP,English,Finance
TL00167,19.672732089283038,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Frontend Developer,Mobile app,Long-Term,Microsoft Teams,Waterfall,None,Spanish,Education
TL00168,10.806037722046096,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Frontend Developer,Open Source Contribution,Full-Time,Zoom,Agile,None,Chinese,Technology
TL00169,1.9425017002179352,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Backend Developer,E-commerce platform,Part-Time,Zoom,Agile,PMP,Korean,Finance
TL00170,23.4850263275372,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Scientist,Mobile app,Mid-Term,Slack,Waterfall,PMP,Spanish,Education
TL00171,10.757638877101863,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Open Source Contribution,Full-Time,Microsoft Teams,Agile,None,Chinese,Finance
TL00172,12.748713024198938,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Open Source Contribution,Freelancer,Slack,Agile,None,Spanish,Healthcare
TL00173,6.137178169081131,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,Open Source Contribution,Freelancer,Microsoft Teams,Agile,None,Chinese,Finance
TL00174,2.4535270968467175,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Data Engineer,Cloud infrastructure,Part-Time,Zoom,Agile,None,English,Education
TL00175,9.19304611713887,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,E-commerce platform,Freelancer,Zoom,Waterfall,AWS Certified,Chinese,Healthcare
TL00176,19.07472862891222,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Open Source Contribution,Part-Time,Zoom,Waterfall,None,Korean,Finance
TL00177,5.855419718984908,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Frontend Developer,Mobile app,Full-Time,Microsoft Teams,Agile,None,English,Education
TL00178,7.833003766121098,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Frontend Developer,E-commerce platform,Part-Time,Microsoft Teams,Agile,AWS Certified,Spanish,Education
TL00179,18.20000970444797,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,DevOps,Mobile app,Mid-Term,Slack,Agile,None,Spanish,Healthcare
TL00180,5.920658907919588,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,Cloud infrastructure,Short-Term,Slack,Waterfall,AWS Certified,Spanish,Education
TL00181,11.586927310423675,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,DevOps,Cloud infrastructure,Freelancer,Slack,Agile,None,Chinese,Technology
TL00182,14.152844921085677,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,DevOps,E-commerce platform,Full-Time,Slack,Agile,AWS Certified,Spanish,Education
TL00183,6.644464186643843,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Backend Developer,Open Source Contribution,Long-Term,Slack,Agile,PMP,Spanish,Education
TL00184,10.185823003714667,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Data Scientist,E-commerce platform,Long-Term,Slack,Agile,PMP,Spanish,Education
TL00185,12.641232655901954,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Data Engineer,E-commerce platform,Freelancer,Microsoft Teams,Agile,PMP,Spanish,Healthcare
TL00186,5.2175274538222025,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Data Engineer,Cloud infrastructure,Freelancer,Slack,Agile,PMP,Korean,Finance
TL00187,13.72235180862765,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Mobile app,Long-Term,Slack,Waterfall,None,English,Healthcare
TL00188,4.19646448249045,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Backend Developer,Company Project,Full-Time,Microsoft Teams,Waterfall,None,Spanish,Finance
TL00189,3.301010955015908,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Cloud infrastructure,Freelancer,Slack,Waterfall,AWS Certified,Korean,Healthcare
TL00190,-2.654303989341143,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,Company Project,Part-Time,Microsoft Teams,Agile,None,Spanish,Healthcare
TL00191,4.500703601317255,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Frontend Developer,Cloud infrastructure,Freelancer,Slack,Agile,None,English,Education
TL00192,2.3194828579038003,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Frontend Developer,Company Project,Long-Term,Slack,Agile,None,English,Education
TL00193,5.217815710223032,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Cloud infrastructure,Freelancer,Slack,Agile,PMP,Korean,Healthcare
TL00194,12.297943507807405,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Company Project,Short-Term,Microsoft Teams,Waterfall,None,Chinese,Finance
TL00195,-4.0427873340931395,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,DevOps,E-commerce platform,Freelancer,Zoom,Agile,AWS Certified,Chinese,Healthcare
TL00196,-5.7833206496765595,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,E-commerce platform,Short-Term,Microsoft Teams,Agile,AWS Certified,Spanish,Education
TL00197,2.7837955024357726,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Frontend Developer,Company Project,Mid-Term,Zoom,Waterfall,AWS Certified,English,Finance
TL00198,11.244087828425918,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Engineer,E-commerce platform,Freelancer,Microsoft Teams,Waterfall,None,Spanish,Education
TL00199,10.039220265561408,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Data Engineer,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Korean,Finance
TL00200,2.6720705161012557,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Backend Developer,Cloud infrastructure,Freelancer,Zoom,Agile,None,Chinese,Technology
TL00201,16.194383307656025,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Cloud infrastructure,Short-Term,Microsoft Teams,Waterfall,AWS Certified,Korean,Healthcare
TL00202,3.417590819673526,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Engineer,Company Project,Full-Time,Zoom,Waterfall,PMP,English,Finance
TL00203,11.252640271212655,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Data Scientist,Open Source Contribution,Full-Time,Slack,Agile,AWS Certified,English,Finance
TL00204,5.484055392724146,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,Company Project,Mid-Term,Slack,Waterfall,None,English,Finance
TL00205,1.947090038905528,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Cloud infrastructure,Long-Term,Zoom,Waterfall,PMP,Chinese,Healthcare
TL00206,3.7904694419147758,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Backend Developer,Open Source Contribution,Freelancer,Microsoft Teams,Waterfall,None,Spanish,Technology
TL00207,13.150800629279539,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Backend Developer,E-commerce platform,Full-Time,Zoom,Waterfall,AWS Certified,Spanish,Education
TL00208,10.543633611383864,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,Mobile app,Full-Time,Slack,Agile,AWS Certified,Chinese,Technology
TL00209,14.787219553670367,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Engineer,Open Source Contribution,Freelancer,Slack,Agile,None,English,Finance
TL00210,10.543360556429237,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Data Scientist,E-commerce platform,Full-Time,Microsoft Teams,Agile,PMP,Chinese,Finance
TL00211,-3.242377331900231,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,DevOps,Cloud infrastructure,Freelancer,Slack,Waterfall,PMP,Chinese,Education
TL00212,22.80015705016993,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Frontend Developer,Mobile app,Full-Time,Zoom,Agile,PMP,Spanish,Education
TL00213,10.642501913137718,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Backend Developer,Mobile app,Mid-Term,Zoom,Agile,PMP,Chinese,Healthcare
TL00214,11.617650886515761,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,DevOps,E-commerce platform,Full-Time,Slack,Agile,PMP,Chinese,Technology
TL00215,5.385833801860589,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Data Engineer,Open Source Contribution,Long-Term,Zoom,Waterfall,PMP,English,Finance
TL00216,15.80132546785839,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,E-commerce platform,Freelancer,Zoom,Waterfall,AWS Certified,English,Healthcare
TL00217,0.37897272557706607,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Backend Developer,Mobile app,Full-Time,Microsoft Teams,Waterfall,AWS Certified,Korean,Finance
TL00218,12.282819856999911,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Company Project,Long-Term,Slack,Waterfall,AWS Certified,English,Technology
TL00219,-6.517027464820876,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,E-commerce platform,Freelancer,Microsoft Teams,Agile,PMP,Spanish,Healthcare
TL00220,12.753814830873104,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Data Scientist,Company Project,Long-Term,Microsoft Teams,Agile,None,English,Finance
TL00221,0.47373974458404344,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Engineer,Open Source Contribution,Full-Time,Zoom,Agile,AWS Certified,Korean,Finance
TL00222,9.956243752890506,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Backend Developer,Cloud infrastructure,Full-Time,Microsoft Teams,Agile,None,English,Education
TL00223,17.50806494522047,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Frontend Developer,Cloud infrastructure,Part-Time,Slack,Agile,AWS Certified,Chinese,Education
TL00224,13.77094905962247,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,DevOps,Mobile app,Short-Term,Microsoft Teams,Waterfall,None,Spanish,Education
TL00225,16.578657970067972,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Engineer,Company Project,Mid-Term,Microsoft Teams,Agile,AWS Certified,Spanish,Education
TL00226,15.854941260222814,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Scientist,E-commerce platform,Part-Time,Microsoft Teams,Agile,AWS Certified,Chinese,Finance
TL00227,4.355165099503744,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,Open Source Contribution,Long-Term,Slack,Waterfall,PMP,Chinese,Finance
TL00228,12.202440358079727,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Engineer,Cloud infrastructure,Short-Term,Zoom,Waterfall,PMP,Spanish,Healthcare
TL00229,-4.037493263305537,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Data Scientist,Cloud infrastructure,Full-Time,Slack,Agile,AWS Certified,English,Finance
TL00230,3.2181853437874475,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,E-commerce platform,Part-Time,Slack,Waterfall,AWS Certified,English,Finance
TL00231,17.754919388348867,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Open Source Contribution,Freelancer,Slack,Waterfall,AWS Certified,Korean,Healthcare
TL00232,5.328520391735162,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Backend Developer,Open Source Contribution,Long-Term,Microsoft Teams,Agile,PMP,Korean,Healthcare
TL00233,-5.03768423821756,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,DevOps,Mobile app,Mid-Term,Slack,Waterfall,None,Spanish,Technology
TL00234,22.096133863128202,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Backend Developer,Cloud infrastructure,Full-Time,Slack,Agile,None,Korean,Healthcare
TL00235,11.950235142087232,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Engineer,Company Project,Freelancer,Slack,Agile,AWS Certified,Chinese,Education
TL00236,13.363846427017567,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Backend Developer,Open Source Contribution,Short-Term,Zoom,Waterfall,None,English,Finance
TL00237,1.1663336929387285,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Backend Developer,E-commerce platform,Part-Time,Zoom,Agile,PMP,Chinese,Finance
TL00238,10.005608810267649,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,Mobile app,Part-Time,Slack,Waterfall,PMP,Korean,Finance
TL00239,9.820497452137749,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,Open Source Contribution,Long-Term,Zoom,Agile,None,Korean,Education
TL00240,2.2776664719610773,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,E-commerce platform,Full-Time,Slack,Waterfall,None,English,Healthcare
TL00241,6.832928484271033,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Scientist,E-commerce platform,Mid-Term,Slack,Waterfall,None,Spanish,Healthcare
TL00242,-2.4685512926757465,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Engineer,Company Project,Freelancer,Zoom,Agile,AWS Certified,English,Finance
TL00243,5.59643520866919,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,DevOps,Company Project,Full-Time,Microsoft Teams,Waterfall,PMP,Spanish,Healthcare
TL00244,14.827368351502138,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Backend Developer,E-commerce platform,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Korean,Healthcare
TL00245,2.799390315733609,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Open Source Contribution,Short-Term,Slack,Waterfall,AWS Certified,English,Healthcare
